"","comb_sp.family","comb_sp.genus","comb_sp.species","epithet","coll_dates","year","month","WTL_sp.LatDecL","WTL_sp.LongDecL","WTL_sp.county"
"302324","Asteraceae","Elephantopus","carolinianus","Elephantopus carolinianus",1981-09-29,"1981","09","28.67027778","-82.40444444","Citrus Co."
"301303","Asteraceae","Elephantopus","carolinianus","Elephantopus carolinianus",1981-11-12,"1981","11","28.67027778","-82.40444444","Citrus Co."
"206836","Asteraceae","Elephantopus","carolinianus","Elephantopus carolinianus",1962-10-21,"1962","10","28.5833","-82.2167","Sumter Co."
"204624","Asteraceae","Elephantopus","elatus","Elephantopus elatus",2008-09-03,"2008","09","28.5833","-82.2167","Sumter Co."
"120697","Asteraceae","Elephantopus","elatus","Elephantopus elatus",1980-09-09,"1980","09","28.465832","-82.172029","Pasco Co."
"104804","Poaceae","Eleusine","indica","Eleusine indica",1981-09-29,"1981","09","28.35","-81.8167","Hernando Co."
"105080","Poaceae","Elionurus","tripsacoides","Elionurus tripsacoides",2008-09-03,"2008","09","28.5","-82.1","Hernando Co."
"55386","Orchidaceae","Epidendrum","conopseum","Epidendrum conopseum",1981-11-12,"1981","11","28.6833","-82.2667","Citrus Co."
"104626","Equisetaceae","Equisetum","hyemale","Equisetum hyemale",1990-01-18,"1990","01","28.35","-81.8167","Citrus Co."
"104799","Poaceae","Eragrostis","atrovirens","Eragrostis atrovirens",2008-09-03,"2008","09","28.35","-81.8167","Hernando Co."
"104732","Poaceae","Eragrostis","elliottii","Eragrostis elliottii",2008-09-26,"2008","09","28.35","-81.8167","Hernando Co."
"161071","Poaceae","Eragrostis","elliottii","Eragrostis elliottii",2001-10-22,"2001","10","28.55","-82.05","Sumter Co."
"238711","Poaceae","Eragrostis","refracta","Eragrostis refracta",2008-09-26,"2008","09","28.835818","-82.330372","Citrus Co."
"48094","Asteraceae","Erigeron","canadensis","Erigeron canadensis",1959-09-16,"1959","09","28.688879","-82.272868","Citrus Co."
"161622","Asteraceae","Erigeron","quercifolius","Erigeron quercifolius",1985-04-02,"1985","04","28.554997","-82.054526","Sumter Co."
"161066","Asteraceae","Erigeron","quercifolius","Erigeron quercifolius",1958-03-25,"1958","03","28.55","-82.05","Sumter Co."
"162067","Asteraceae","Erigeron","vernus","Erigeron vernus",1961-04-06,"1961","04","28.35","-82.0333","Sumter Co."
"161626","Asteraceae","Erigeron","vernus","Erigeron vernus",2008-04-03,"2008","04","28.554997","-82.054526","Sumter Co."
"104200","Eriocaulaceae","Eriocaulon","compressum","Eriocaulon compressum",1961-04-06,"1961","04","28.587772","-82.227588","Hernando Co."
"105096","Eriocaulaceae","Eriocaulon","decangulare","Eriocaulon decangulare",1963-05-25,"1963","05","28.35","-81.8167","Hernando Co."
"237270","Apiaceae","Eryngium","baldwinii","Eryngium baldwinii",1981-11-12,"1981","11","28.5833","-82.2167","Sumter Co."
"105119","Apiaceae","Eryngium","baldwinii","Eryngium baldwinii",2008-04-15,"2008","04","28.8667","-82.45","Citrus Co."
"55403","Apiaceae","Eryngium","baldwinii","Eryngium baldwinii",1980-04-23,"1980","04","28.6833","-82.2667","Citrus Co."
"185058","Celastraceae","Euonymus","americanus","Euonymus americanus",1975-09-01,"1975","09","28.6833","-82.1833","Sumter Co."
"57407","Asteraceae","Eupatorium","album","Eupatorium album",1992-07-07,"1992","07","28.35","-81.8167","Citrus Co."
"227203","Asteraceae","Eupatorium","leptophyllum","Eupatorium leptophyllum",2008-09-26,"2008","09","28.865264","-82.038974","Sumter Co."
"227237","Asteraceae","Eupatorium","leptophyllum","Eupatorium leptophyllum",1975-09-21,"1975","09","28.35","-81.8167","Hernando Co."
"104202","Asteraceae","Eupatorium","leptophyllum","Eupatorium leptophyllum",1976-10-02,"1976","10","28.587772","-82.227588","Hernando Co."
"104826","Asteraceae","Eupatorium","linearifolium","Eupatorium linearifolium",1992-07-07,"1992","07","28.35","-81.8167","Sumter Co."
"105128","Asteraceae","Eupatorium","mohrii","Eupatorium mohrii",1975-09-21,"1975","09","28.8667","-82.45","Citrus Co."
"27791","Asteraceae","Eupatorium","mohrii","Eupatorium mohrii",1983-05-18,"1983","05","28.35","-81.8167","Sumter Co."
"227192","Euphorbiaceae","Euphorbia","blodgettii","Euphorbia blodgettii",1959-09-16,"1959","09","28.865264","-82.038974","Sumter Co."
"105122","Euphorbiaceae","Euphorbia","cordifolia","Euphorbia cordifolia",2001-10-22,"2001","10","28.8667","-82.45","Citrus Co."
"27735","Euphorbiaceae","Euphorbia","cyathophora","Euphorbia cyathophora",1959-09-16,"1959","09","28.35","-81.8167","Sumter Co."
"104744","Euphorbiaceae","Euphorbia","prostrata","Euphorbia prostrata",2007-09-22,"2007","09","28.587772","-82.227588","Hernando Co."
"104802","Boraginaceae","Euploca","polyphylla","Euploca polyphylla",2008-09-03,"2008","09","28.35","-81.8167","Hernando Co."
"104629","Poaceae","Eustachys","petraea","Eustachys petraea",1961-04-06,"1961","04","30.2333","-84.6667","Citrus Co."
"263884","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma",2008-09-26,"2008","09","28.835818","-82.330372","Citrus Co."
"204622","Cyperaceae","Fimbristylis","spadicea","Fimbristylis spadicea",1959-09-16,"1959","09","28.6333","-82.25","Sumter Co."
"203825","Oleaceae","Fraxinus","caroliniana","Fraxinus caroliniana",2007-09-22,"2007","09","28.555272","-82.387871","Hernando Co."
"27736","Oleaceae","Fraxinus","caroliniana","Fraxinus caroliniana",1958-08-13,"1958","08","28.35","-81.8167","Sumter Co."
"227302","Papaveraceae","Fumaria","officinalis","Fumaria officinalis",2009-02-19,"2009","02","28.5333","-82.45","Hernando Co."
"172102","Fabaceae","Galactia","elliottii","Galactia elliottii",1980-08-20,"1980","08","28.835818","-82.330372","Citrus Co."
"55432","Fabaceae","Galactia","volubilis","Galactia volubilis",1963-06-03,"1963","06","28.688879","-82.272868","Citrus Co."
"104838","Rubiaceae","Galium","bermudense","Galium bermudense",1963-05-25,"1963","05","28.35","-81.8167","Sumter Co."
"226266","Rubiaceae","Galium","bermudense","Galium bermudense",1981-09-29,"1981","09","28.80472222","-82.4025","Citrus Co."
"226349","Rubiaceae","Galium","bermudense","Galium bermudense",1980-08-20,"1980","08","28.80472222","-82.4025","Citrus Co."
"227309","Rubiaceae","Galium","pilosum","Galium pilosum",2008-09-26,"2008","09","28.865264","-82.038974","Sumter Co."
"227197","Rubiaceae","Galium","pilosum","Galium pilosum",1963-06-03,"1963","06","28.865264","-82.038974","Sumter Co."
"105112","Rubiaceae","Galium","pilosum","Galium pilosum",1963-05-06,"1963","05","28.8667","-82.45","Citrus Co."
"227757","Rubiaceae","Galium","tinctorium","Galium tinctorium",1985-04-02,"1985","04","28.80472222","-82.4025","Citrus Co."
"227215","Rubiaceae","Galium","tinctorium","Galium tinctorium",1980-04-23,"1980","04","28.865264","-82.038974","Sumter Co."
"120714","Asteraceae","Gamochaeta","antillana","Gamochaeta antillana",2008-04-15,"2008","04","28.465832","-82.172029","Pasco Co."
"120348","Asteraceae","Gamochaeta","pensylvanica","Gamochaeta pensylvanica",2008-04-15,"2008","04","28.465832","-82.172029","Pasco Co."
"226190","Ericaceae","Gaylussacia","dumosa","Gaylussacia dumosa",1961-04-07,"1961","04","28.80472222","-82.4025","Citrus Co."
"208231","Ericaceae","Gaylussacia","frondosa","Gaylussacia frondosa",1961-04-07,"1961","04","28.35","-81.8167","Hernando Co."
"55407","Gelsemiaceae","Gelsemium","sempervirens","Gelsemium sempervirens",2009-02-19,"2009","02","28.688879","-82.272868","Citrus Co."
"27785","Chrysobalanaceae","Geobalanus","oblongifolius","Geobalanus oblongifolius",2000-05-22,"2000","05","28.35","-81.8167","Sumter Co."
"242221","Geraniaceae","Geranium","carolinianum","Geranium carolinianum",2008-04-15,"2008","04","28.664992","-82.112863","Sumter Co."
"298821","Amaranthaceae","Gomphrena","serrata","Gomphrena serrata",2008-11-26,"2008","11","28.465832","-82.172029","Pasco Co."
"161064","Plantaginaceae","Gratiola","ramosa","Gratiola ramosa",1961-04-07,"1961","04","28.55","-82.05","Sumter Co."
"227211","Plantaginaceae","Gratiola","ramosa","Gratiola ramosa",1961-04-06,"1961","04","28.35","-81.8167","Hernando Co."
"246044","Plantaginaceae","Gratiola","virginiana","Gratiola virginiana",1978-06-25,"1978","06","28.664992","-82.112863","Sumter Co."
"245334","Orchidaceae","Habenaria","quinqueseta","Habenaria quinqueseta",2008-09-26,"2008","09","28.80472222","-82.4025","Citrus Co."
"223949","Orchidaceae","Habenaria","repens","Habenaria repens",1983-06-15,"1983","06","28.80472222","-82.4025","Citrus Co."
"162074","Asteraceae","Helianthus","angustifolius","Helianthus angustifolius",2008-09-26,"2008","09","28.35","-82.0333","Sumter Co."
"204618","Asteraceae","Helianthus","radula","Helianthus radula",2008-09-26,"2008","09","28.5833","-82.2167","Sumter Co."
"303794","Asteraceae","Heterotheca","subaxillaris","Heterotheca subaxillaris",1959-09-16,"1959","09","null","null","Pasco Co."
"306284","Rubiaceae","Hexasepalum","teres","Hexasepalum teres",2008-09-26,"2008","09","null","null","Sumter Co."
"227245","Asteraceae","Hieracium","megacephalon","Hieracium megacephalon",2008-04-03,"2008","04","28.5333","-82.45","Hernando Co."
"227205","Rubiaceae","Houstonia","procumbens","Houstonia procumbens",2009-02-19,"2009","02","28.865264","-82.038974","Sumter Co."
"242452","Araliaceae","Hydrocotyle","umbellata","Hydrocotyle umbellata",1985-04-02,"1985","04","28.664992","-82.112863","Sumter Co."
"227248","Araliaceae","Hydrocotyle","verticillata","Hydrocotyle verticillata",1962-06-29,"1962","06","28.5333","-82.45","Hernando Co."
"232026","Araliaceae","Hydrocotyle","verticillata","Hydrocotyle verticillata",1985-04-02,"1985","04","28.7167","-82.3","Citrus Co."
"210831","Araliaceae","Hydrocotyle","verticillata","Hydrocotyle verticillata",1958-06-12,"1958","06","28.835818","-82.330372","Citrus Co."
"105123","Clusiaceae","Hypericum","galioides","Hypericum galioides",2006-03-14,"2006","03","28.8667","-82.45","Citrus Co."
"288228","Clusiaceae","Hypericum","hypericoides","Hypericum hypericoides",1959-09-16,"1959","09","28.465832","-82.172029","Pasco Co."
"161041","Clusiaceae","Hypericum","hypericoides","Hypericum hypericoides",2008-09-26,"2008","09","28.55","-82.05","Sumter Co."
"105120","Clusiaceae","Hypericum","mutilum","Hypericum mutilum",1960-01-06,"1960","01","28.8667","-82.45","Citrus Co."
"194143","Clusiaceae","Hypericum","myrtifolium","Hypericum myrtifolium",1962-06-19,"1962","06","28.8667","-82.45","Citrus Co."
"192765","Clusiaceae","Hypericum","tenuifolium","Hypericum tenuifolium",1962-06-19,"1962","06","28.8667","-82.45","Citrus Co."
"203824","Clusiaceae","Hypericum","tenuifolium","Hypericum tenuifolium",1962-01-06,"1962","01","28.555272","-82.387871","Hernando Co."
"161036","Clusiaceae","Hypericum","tetrapetalum","Hypericum tetrapetalum",2008-09-26,"2008","09","28.55","-82.05","Sumter Co."
"56007","Hypoxidaceae","Hypoxis","curtissii","Hypoxis curtissii",1961-04-05,"1961","04","28.35","-81.8167","Sumter Co."
"150746","Hypoxidaceae","Hypoxis","curtissii","Hypoxis curtissii",1958-03-25,"1958","03","28.35","-81.8167","Sumter Co."
"239760","Hypoxidaceae","Hypoxis","curtissii","Hypoxis curtissii",1981-11-12,"1981","11","28.73916667","-82.39","Citrus Co."
"241878","Hypoxidaceae","Hypoxis","curtissii","Hypoxis curtissii",2002-12-28,"2002","12","28.5833","-82.2167","Sumter Co."
"228046","Hypoxidaceae","Hypoxis","juncea","Hypoxis juncea",2008-04-03,"2008","04","28.80472222","-82.4025","Citrus Co."
"29335","Lamiaceae","Hyptis","alata","Hyptis alata",1968-09-07,"1968","09","28.35","-81.8167","Sumter Co."
"29336","Aquifoliaceae","Ilex","ambigua","Ilex ambigua",1983-10-11,"1983","10","28.35","-81.8167","Sumter Co."
"43136","Aquifoliaceae","Ilex","cassine","Ilex cassine",2008-09-26,"2008","09","28.35","-81.8167","Hernando Co."
"43144","Aquifoliaceae","Ilex","glabra","Ilex glabra",1961-04-07,"1961","04","28.35","-81.8167","Hernando Co."
"162079","Aquifoliaceae","Ilex","glabra","Ilex glabra",1981-11-12,"1981","11","28.35","-82.0333","Sumter Co."
"55395","Aquifoliaceae","Ilex","opaca","Ilex opaca",1985-04-02,"1985","04","28.6833","-82.2667","Citrus Co."
"104375","Aquifoliaceae","Ilex","vomitoria","Ilex vomitoria",1959-09-16,"1959","09","28.587772","-82.227588","Hernando Co."
"154522","Poaceae","Imperata","cylindrica","Imperata cylindrica",2008-04-15,"2008","04","28.35","-81.8167","Sumter Co."
"204691","Fabaceae","Indigofera","caroliniana","Indigofera caroliniana",2000-05-22,"2000","05","28.6333","-82.25","Sumter Co."
"562","Amaranthaceae","Iresine","diffusa","Iresine diffusa",1959-09-16,"1959","09","28.35","-81.8167","Sumter Co."
"238807","Amaranthaceae","Iresine","diffusa","Iresine diffusa",1963-09-17,"1963","09","28.835818","-82.330372","Citrus Co."
"46105","Iridaceae","Iris","savannarum","Iris savannarum",1985-04-02,"1985","04","28.35","-81.8167","Sumter Co."
"46104","Iridaceae","Iris","savannarum","Iris savannarum",1961-04-05,"1961","04","28.35","-81.8167","Sumter Co."
"625","Iridaceae","Iris","savannarum","Iris savannarum",1958-03-25,"1958","03","28.35","-81.8167","Sumter Co."
"216356","Iridaceae","Iris","savannarum","Iris savannarum",1958-03-25,"1958","03","28.53416667","-82.14555556","Hernando Co."
"29338","Isoetaceae","Isoetes","flaccida","Isoetes flaccida",1985-12-04,"1985","12","28.35","-81.8167","Sumter Co."
"27740","Isoetaceae","Isoetes","flaccida","Isoetes flaccida",1990-03-17,"1990","03","28.35","-81.8167","Sumter Co."
"43147","Isoetaceae","Isoetes","flaccida","Isoetes flaccida",1986-09-26,"1986","09","28.35","-81.8167","Hernando Co."
"161052","Iteaceae","Itea","virginica","Itea virginica",1985-04-02,"1985","04","28.55","-82.05","Sumter Co."
"236092","Juncaceae","Juncus","bufonius","Juncus bufonius",2008-04-15,"2008","04","28.45833333","-82.03611111","Sumter Co."
"204617","Juncaceae","Juncus","marginatus","Juncus marginatus",2008-09-26,"2008","09","28.6333","-82.25","Sumter Co."
"606","Juncaceae","Juncus","marginatus","Juncus marginatus",2002-12-28,"2002","12","28.35","-81.8167","Sumter Co."
"29337","Juncaceae","Juncus","megacephalus","Juncus megacephalus",1959-09-16,"1959","09","28.35","-81.8167","Sumter Co."
"232066","Cupressaceae","Juniperus","virginiana","Juniperus virginiana",2009-02-19,"2009","02","28.5","-82.1","Hernando Co."
"238554","Poaceae","Kellochloa","verrucosa","Kellochloa verrucosa",2008-09-26,"2008","09","28.35","-81.8167","Citrus Co."
"208240","Malvaceae","Kosteletzkya","pentacarpos","Kosteletzkya pentacarpos",1959-09-16,"1959","09","28.8667","-82.45","Citrus Co."
"203723","Malvaceae","Kosteletzkya","pentacarpos","Kosteletzkya pentacarpos",2007-08-15,"2007","08","28.5833","-82.2167","Sumter Co."
"303572","Krameriaceae","Krameria","lanceolata","Krameria lanceolata",2000-05-22,"2000","05","null","null","Citrus Co."
"56009","Krameriaceae","Krameria","lanceolata","Krameria lanceolata",2000-05-22,"2000","05","28.35","-81.8167","Sumter Co."
"48088","Eriocaulaceae","Lachnocaulon","anceps","Lachnocaulon anceps",2008-09-26,"2008","09","28.6833","-82.2667","Citrus Co."
"253647","Asteraceae","Lactuca","floridana","Lactuca floridana",1963-09-21,"1963","09","28.72666667","-82.40194444","Citrus Co."
"223464","Asteraceae","Lactuca","graminifolia","Lactuca graminifolia",2008-06-13,"2008","06","28.8667","-82.45","Citrus Co."
"208241","Asteraceae","Lactuca","graminifolia","Lactuca graminifolia",1961-04-06,"1961","04","28.35","-81.8167","Citrus Co."
"161586","Asteraceae","Lactuca","graminifolia","Lactuca graminifolia",1961-04-06,"1961","04","28.554997","-82.054526","Sumter Co."
"161074","Cistaceae","Lechea","minor","Lechea minor",1962-08-07,"1962","08","28.55","-82.05","Sumter Co."
"120982","Cistaceae","Lechea","sessiliflora","Lechea sessiliflora",1981-09-20,"1981","09","28.465832","-82.172029","Pasco Co."
"104808","Cistaceae","Lechea","torreyi","Lechea torreyi",2008-09-26,"2008","09","28.5","-82.1","Hernando Co."
"27755","Araceae","Lemna","aequinoctialis","Lemna aequinoctialis",1963-05-06,"1963","05","28.35","-81.8167","Sumter Co."
"55390","Brassicaceae","Lepidium","virginicum","Lepidium virginicum",1980-04-23,"1980","04","28.688879","-82.272868","Citrus Co."
"27758","Asteraceae","Liatris","gracilis","Liatris gracilis",2008-09-26,"2008","09","28.35","-81.8167","Sumter Co."
"208179","Asteraceae","Liatris","gracilis","Liatris gracilis",1991-10-19,"1991","10","28.8667","-82.45","Citrus Co."
"193035","Hydrocharitaceae","Limnobium","spongia","Limnobium spongia",1981-09-09,"1981","09","28.465832","-82.172029","Pasco Co."
"193865","Plumbaginaceae","Limonium","carolinianum","Limonium carolinianum",1959-09-16,"1959","09","28.465832","-82.172029","Pasco Co."
"149637","Plumbaginaceae","Limonium","carolinianum","Limonium carolinianum",1959-09-16,"1959","09","28.35","-81.8167","Sumter Co."
"161167","Plantaginaceae","Linaria","canadensis","Linaria canadensis",2008-04-15,"2008","04","28.55","-82.05","Sumter Co."
"242444","Linderniaceae","Lindernia","grandiflora","Lindernia grandiflora",1961-04-05,"1961","04","28.664992","-82.112863","Sumter Co."
"104761","Linderniaceae","Lindernia","grandiflora","Lindernia grandiflora",1958-04-29,"1958","04","28.35","-81.8167","Hernando Co."
"138848","Boraginaceae","Lithospermum","virginianum","Lithospermum virginianum",1992-07-07,"1992","07","28.465832","-82.172029","Pasco Co."
"204693","Campanulaceae","Lobelia","cardinalis","Lobelia cardinalis",1981-09-29,"1981","09","28.6333","-82.25","Sumter Co."
"208183","Campanulaceae","Lobelia","cardinalis","Lobelia cardinalis",1981-09-09,"1981","09","28.8667","-82.45","Citrus Co."
"227212","Campanulaceae","Lobelia","cardinalis","Lobelia cardinalis",NA,NA,NA,"28.865264","-82.038974","Sumter Co."
"161051","Campanulaceae","Lobelia","cardinalis","Lobelia cardinalis",1963-09-21,"1963","09","28.55","-82.05","Sumter Co."
"162101","Campanulaceae","Lobelia","feayana","Lobelia feayana",2008-04-03,"2008","04","28.35","-82.0333","Sumter Co."
"48018","Campanulaceae","Lobelia","paludosa","Lobelia paludosa",1983-05-18,"1983","05","28.6833","-82.2667","Citrus Co."
"150744","Caprifoliaceae","Lonicera","sempervirens","Lonicera sempervirens",1980-05-01,"1980","05","28.35","-81.8167","Sumter Co."
"161050","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa",1981-09-29,"1981","09","28.55","-82.05","Sumter Co."
"55973","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis",2008-04-15,"2008","04","28.35","-81.8167","Sumter Co."
"120826","Onagraceae","Ludwigia","palustris","Ludwigia palustris",1961-04-05,"1961","04","28.465832","-82.172029","Pasco Co."
"185062","Onagraceae","Ludwigia","peruviana","Ludwigia peruviana",1981-09-29,"1981","09","28.6833","-82.1833","Sumter Co."
"162077","Fabaceae","Lupinus","diffusus","Lupinus diffusus",2000-05-22,"2000","05","28.35","-82.0333","Sumter Co."
"56022","Fabaceae","Lupinus","perennis","Lupinus perennis",1958-04-20,"1958","04","28.35","-81.8167","Sumter Co."
"232014","Lamiaceae","Lycopus","rubellus","Lycopus rubellus",2008-09-26,"2008","09","28.865264","-82.038974","Sumter Co."
"178420","Schizaeaceae","Lygodium","japonicum","Lygodium japonicum",2008-06-13,"2008","06","28.465832","-82.172029","Pasco Co."
"122570","Schizaeaceae","Lygodium","microphyllum","Lygodium microphyllum",2008-09-03,"2008","09","28.4667","-82.0667","Pasco Co."
"192405","Ericaceae","Lyonia","ferruginea","Lyonia ferruginea",1985-04-02,"1985","04","28.8667","-82.45","Citrus Co."
"120696","Ericaceae","Lyonia","fruticosa","Lyonia fruticosa",1963-05-25,"1963","05","28.465832","-82.172029","Pasco Co."
"184984","Ericaceae","Lyonia","lucida","Lyonia lucida",1961-04-06,"1961","04","28.6833","-82.1833","Sumter Co."
"4203","Myrsinaceae","Lysimachia","minima","Lysimachia minima",1958-03-25,"1958","03","28.35","-81.8167","Sumter Co."
"258785","Thelypteridaceae","Macrothelypteris","torresiana","Macrothelypteris torresiana",1962-10-21,"1962","10","28.23362","-82.181195","Pasco Co."
"104809","Plantaginaceae","Maurandya","antirrhiniflora","Maurandya antirrhiniflora",1959-05-04,"1959","05","28.5","-82.1","Hernando Co."
"104753","Plantaginaceae","Mecardonia","acuminata","Mecardonia acuminata",1975-11-02,"1975","11","28.587772","-82.227588","Hernando Co."
"104643","Plantaginaceae","Mecardonia","acuminata","Mecardonia acuminata",2001-05-10,"2001","05","28.35","-81.8167","Citrus Co."
"120716","Plantaginaceae","Mecardonia","procumbens","Mecardonia procumbens",2008-04-15,"2008","04","28.465832","-82.172029","Pasco Co."
"104738","Asteraceae","Melanthera","nivea","Melanthera nivea",1959-09-16,"1959","09","28.587772","-82.227588","Hernando Co."
"104635","Asteraceae","Melanthera","nivea","Melanthera nivea",2008-09-26,"2008","09","28.35","-81.8167","Citrus Co."
"27753","Asteraceae","Melanthera","nivea","Melanthera nivea",1963-09-21,"1963","09","28.35","-81.8167","Sumter Co."
"258791","Asteraceae","Melanthera","nivea","Melanthera nivea",1980-10-14,"1980","10","28.55","-82.05","Sumter Co."
"122571","Meliaceae","Melia","azedarach","Melia azedarach",1963-06-03,"1963","06","28.35","-81.8167","Sumter Co."
"27386","Malvaceae","Melochia","corchorifolia","Melochia corchorifolia",2008-09-03,"2008","09","28.35","-81.8167","Sumter Co."
"216427","Cucurbitaceae","Melothria","pendula","Melothria pendula",1959-05-04,"1959","05","28.45833333","-82.03611111","Sumter Co."
"300146","Cucurbitaceae","Melothria","pendula","Melothria pendula",1962-06-29,"1962","06","28.465832","-82.172029","Pasco Co."
"122480","Cucurbitaceae","Melothria","pendula","Melothria pendula",1959-09-16,"1959","09","28.465832","-82.172029","Pasco Co."
"105101","Cucurbitaceae","Melothria","pendula","Melothria pendula",1959-09-16,"1959","09","28.5","-82.1","Hernando Co."
"122548","Cucurbitaceae","Melothria","pendula","Melothria pendula",1981-09-29,"1981","09","28.35","-81.8167","Sumter Co."
"229092","Cucurbitaceae","Melothria","pendula","Melothria pendula",2008-09-26,"2008","09","28.45805556","-82.06111111","Pasco Co."
"229053","Cucurbitaceae","Melothria","pendula","Melothria pendula",1958-07-16,"1958","07","28.45833333","-82.03611111","Sumter Co."
"241023","Loasaceae","Mentzelia","floridana","Mentzelia floridana",1959-09-16,"1959","09","28.80472222","-82.4025","Citrus Co."
"162080","Asteraceae","Mikania","cordifolia","Mikania cordifolia",2008-11-26,"2008","11","28.35","-82.0333","Sumter Co."
"242390","Rubiaceae","Mitchella","repens","Mitchella repens",1985-04-02,"1985","04","28.664992","-82.112863","Sumter Co."
"104801","Rubiaceae","Mitchella","repens","Mitchella repens",1961-04-05,"1961","04","28.35","-81.8167","Hernando Co."
"122563","Rubiaceae","Mitchella","repens","Mitchella repens",1983-11-12,"1983","11","28.4667","-82.0667","Pasco Co."
"104751","Rubiaceae","Mitchella","repens","Mitchella repens",1963-05-06,"1963","05","28.587772","-82.227588","Hernando Co."
"214503","Loganiaceae","Mitreola","petiolata","Mitreola petiolata",1959-09-16,"1959","09","28.45833333","-82.03611111","Sumter Co."
"154581","Loganiaceae","Mitreola","sessilifolia","Mitreola sessilifolia",2008-09-26,"2008","09","28.35","-81.8167","Sumter Co."
"228893","Lamiaceae","Monarda","punctata","Monarda punctata",1968-09-07,"1968","09","28.45833333","-82.03611111","Sumter Co."
"104812","Lamiaceae","Monarda","punctata","Monarda punctata",1963-09-21,"1963","09","28.5","-82.1","Hernando Co."
"104724","Myricaceae","Morella","cerifera","Morella cerifera",2008-06-13,"2008","06","28.587772","-82.227588","Hernando Co."
"299386","Myricaceae","Morella","cerifera","Morella cerifera",1961-04-07,"1961","04","28.5","-82.1","Hernando Co."
"121049","Myricaceae","Morella","cerifera","Morella cerifera",2008-09-26,"2008","09","29.031521","-82.823055","Citrus Co."
"206459","Commelinaceae","Murdannia","nudiflora","Murdannia nudiflora",2008-09-03,"2008","09","28.6333","-82.25","Sumter Co."
"167163","Haloragaceae","Myriophyllum","aquaticum","Myriophyllum aquaticum",2007-09-22,"2007","09","28.35","-81.8167","Hernando Co."
"260806","Myrsinaceae","Myrsine","cubana","Myrsine cubana",2007-04-01,"2007","04","28.835818","-82.330372","Citrus Co."
"125619","Myrsinaceae","Myrsine","cubana","Myrsine cubana",2007-02-27,"2007","02","28.35","-81.8167","Sumter Co."
"263853","Vitaceae","Nekemias","arborea","Nekemias arborea",2008-06-13,"2008","06","28.835818","-82.330372","Citrus Co."
"172116","Vitaceae","Nekemias","arborea","Nekemias arborea",1962-05-25,"1962","05","28.835818","-82.330372","Citrus Co."
"122481","Vitaceae","Nekemias","arborea","Nekemias arborea",1959-09-16,"1959","09","28.465832","-82.172029","Pasco Co."
"226238","Vitaceae","Nekemias","arborea","Nekemias arborea",1983-05-18,"1983","05","28.45305556","-82.14583333","Pasco Co."
"227246","Nephrolepidaceae","Nephrolepis","exaltata","Nephrolepis exaltata",2008-09-26,"2008","09","28.5333","-82.45","Hernando Co."
"226194","Apocynaceae","Nerium","oleander","Nerium oleander",1959-05-04,"1959","05","28.45833333","-82.03611111","Sumter Co."
"232243","Nyssaceae","Nyssa","biflora","Nyssa biflora",1963-05-25,"1963","05","28.865264","-82.038974","Sumter Co."
"211047","Asteraceae","Oclemena","reticulata","Oclemena reticulata",1961-04-06,"1961","04","28.8667","-82.45","Citrus Co."
"303912","Onagraceae","Oenothera","simulans","Oenothera simulans",2008-06-13,"2008","06","null","null","Hernando Co."
"227233","Onagraceae","Oenothera","simulans","Oenothera simulans",2008-09-03,"2008","09","28.5333","-82.45","Hernando Co."
"245268","Rubiaceae","Oldenlandia","corymbosa","Oldenlandia corymbosa",2008-09-26,"2008","09","28.52527778","-82.20527778","Hernando Co."
"208165","Poaceae","Oplismenus","setarius","Oplismenus setarius",1962-10-21,"1962","10","28.8667","-82.45","Citrus Co."
"27390","Cactaceae","Opuntia","stricta","Opuntia stricta",1959-09-16,"1959","09","28.35","-81.8167","Sumter Co."
"104624","Apocynaceae","Orthosia","scoparia","Orthosia scoparia",2008-09-26,"2008","09","28.35","-81.8167","Citrus Co."
"108174","Apocynaceae","Orthosia","scoparia","Orthosia scoparia",1963-05-06,"1963","05","28.5","-82.1","Hernando Co."
"242352","Osmundaceae","Osmunda","spectabilis","Osmunda spectabilis",1985-04-02,"1985","04","28.664992","-82.112863","Sumter Co."
"223960","Oxalidaceae","Oxalis","corniculata","Oxalis corniculata",1962-06-29,"1962","06","28.45833333","-82.03611111","Sumter Co."
"242399","Asteraceae","Packera","glabella","Packera glabella",1985-04-02,"1985","04","28.664992","-82.112863","Sumter Co."
"227210","Rubiaceae","Paederia","foetida","Paederia foetida",1983-10-12,"1983","10","28.5333","-82.45","Hernando Co."
"245259","Urticaceae","Parietaria","floridana","Parietaria floridana",1958-03-25,"1958","03","28.5225","-82.21","Hernando Co."
"288169","Urticaceae","Parietaria","floridana","Parietaria floridana",1958-07-12,"1958","07","28.465832","-82.172029","Pasco Co."
"120349","Urticaceae","Parietaria","praetermissa","Parietaria praetermissa",1985-04-02,"1985","04","28.465832","-82.172029","Pasco Co."
"7580","Urticaceae","Parietaria","praetermissa","Parietaria praetermissa",1963-05-06,"1963","05","28.6833","-82.2667","Citrus Co."
"3669","Caryophyllaceae","Paronychia","baldwinii","Paronychia baldwinii",1981-09-29,"1981","09","28.664992","-82.112863","Sumter Co."
